PaperID,PaperDiscipline,StudentLevel,StudentGender,SpeakerStatus,PaperType,CharacterTypes,CitationAuthority,CitationControversy,CitationHedged,CitationNeutral,ConfidenceHedged,ConfidenceHigh,ConfidenceLow,ExpertVocabulary,InformationComparison,InformationQuantities,MethodsResultsDiscussion,PurposePlan,ReaderDirectedMetadiscourse,ReaderDirectedMetadiscourseFP,Reasoning
PHI.G0.10.1,Philosophy,Final Year Undergraduate,F,NS,Critique,1.105,0.000,0.153,0.000,0.123,1.044,0.645,0.000,3.653,1.197,0.491,0.031,0.246,2.241,0.276,1.688
PHI.G0.11.1,Philosophy,Final Year Undergraduate,M,NS,Report,0.182,0.122,0.547,0.000,0.000,0.852,0.973,0.000,7.603,1.460,0.547,0.000,0.122,2.737,0.182,2.190
PHI.G0.12.1,Philosophy,Final Year Undergraduate,F,NS,Essay,4.466,0.058,0.116,0.000,0.290,0.406,0.348,0.000,4.524,1.044,0.290,0.000,0.580,3.016,0.290,1.392
PHI.G0.13.1,Philosophy,Final Year Undergraduate,M,NS,Critique,1.166,0.274,0.137,0.000,0.137,0.686,0.480,0.000,10.905,0.892,0.069,0.000,0.480,2.332,0.137,1.578
PHI.G0.14.1,Philosophy,Final Year Undergraduate,F,NS,Essay,2.122,0.041,0.327,0.041,0.082,0.327,0.490,0.041,5.061,0.735,0.082,0.000,0.449,1.959,0.041,2.204
PHI.G0.15.1,Philosophy,Final Year Undergraduate,F,NNS,Essay,1.879,0.157,0.000,0.000,0.078,1.175,1.175,0.078,3.367,0.548,0.705,0.000,0.313,2.662,0.078,3.289
PHI.G0.16.1,Philosophy,Final Year Undergraduate,F,NNS,Essay,2.182,0.044,0.131,0.000,0.218,1.091,0.306,0.000,5.107,2.139,0.611,0.000,0.829,1.921,0.262,3.536
PHI.G0.17.1,Philosophy,Final Year Undergraduate,F,NS,Report,0.190,0.000,0.253,0.000,0.316,2.658,0.633,0.063,6.329,1.266,0.633,0.127,0.506,3.354,0.380,2.405
PHI.G0.17.2,Philosophy,Final Year Undergraduate,F,NS,Report,0.501,0.000,0.056,0.167,1.170,4.401,1.226,0.223,2.674,0.836,0.780,0.056,0.669,4.624,0.056,3.510
PHI.G0.18.1,Philosophy,Final Year Undergraduate,M,NS,Essay,0.322,0.064,0.451,0.000,0.000,0.322,1.032,0.129,7.801,0.516,1.612,0.064,0.258,1.676,0.193,4.126
PHI.G0.18.2,Philosophy,Final Year Undergraduate,M,NS,Report,1.425,0.110,0.822,0.055,0.164,0.877,0.603,0.000,7.730,0.439,0.439,0.000,0.274,1.974,0.000,3.673
PHI.G0.19.1,Philosophy,Final Year Undergraduate,M,NS,Report,1.707,0.043,0.043,0.000,0.149,0.704,0.640,0.043,3.563,1.216,0.320,0.000,0.597,2.262,0.021,1.984
PHI.G1.01.1,Philosophy,First Year Graduate,M,NS,Essay,0.643,0.000,0.575,0.034,0.169,1.827,0.778,0.000,5.582,1.827,0.643,0.000,0.440,2.909,0.372,2.267
PHI.G1.02.1,Philosophy,First Year Graduate,M,NNS,Essay,0.545,0.000,0.677,0.000,0.165,1.056,1.271,0.033,10.267,1.238,0.578,0.083,0.644,2.113,0.297,2.493
PHI.G1.02.2,Philosophy,First Year Graduate,M,NNS,ResearchPaper,0.401,0.050,0.527,0.000,0.451,1.555,1.430,0.000,4.314,0.527,0.627,0.000,0.401,1.906,0.627,2.985
PHI.G1.03.1,Philosophy,First Year Graduate,M,NS,Report,0.365,0.081,0.264,0.000,0.061,3.167,0.853,0.000,7.268,1.076,0.771,0.000,0.162,1.807,0.406,2.091
PHI.G1.04.1,Philosophy,First Year Graduate,M,NNS,Essay,1.251,0.000,0.463,0.139,0.278,1.576,1.437,0.000,6.951,1.854,0.510,0.000,0.185,2.873,0.741,2.224
PHI.G1.05.1,Philosophy,First Year Graduate,M,NS,Critique,0.618,0.129,0.103,0.000,0.052,1.159,0.412,0.000,6.157,1.391,1.133,0.052,0.386,1.932,0.206,2.344
PHI.G2.01.1,Philosophy,Second Year Graduate,F,NS,Essay,0.632,0.000,0.158,0.000,0.237,1.184,0.671,0.000,8.014,0.711,0.711,0.000,0.197,1.777,0.158,3.553
PHI.G2.02.1,Philosophy,Second Year Graduate,M,NS,Essay,1.185,0.094,0.343,0.000,0.468,0.842,0.717,0.000,7.889,1.559,0.717,0.218,0.468,2.027,0.156,1.809
PHI.G3.01.1,Philosophy,Third Year Graduate,M,NS,Essay,0.148,0.057,0.263,0.046,0.183,1.279,0.651,0.000,8.795,1.245,0.651,0.011,0.457,2.262,0.354,2.764
PHI.G3.02.1,Philosophy,Third Year Graduate,M,NS,Essay,0.444,0.000,0.104,0.026,0.183,1.019,0.653,0.000,5.799,1.306,0.418,0.026,0.836,2.325,0.444,2.038
PHI.G3.03.1,Philosophy,Third Year Graduate,M,NS,Essay,0.494,0.058,0.305,0.007,0.305,0.980,0.733,0.015,4.827,0.748,0.428,0.007,0.450,2.337,0.399,2.446
PHY.G0.01.1,Physics,Final Year Undergraduate,M,NS,ResearchPaper,0.202,0.337,0.000,0.000,0.067,0.337,0.202,0.000,10.256,1.350,0.810,0.202,0.270,1.552,0.000,1.282
PHY.G0.01.2,Physics,Final Year Undergraduate,M,NS,Report,0.305,0.153,0.000,0.051,0.254,0.458,0.153,0.000,10.473,0.915,1.220,0.000,0.407,1.525,0.000,2.440
PHY.G0.02.1,Physics,Final Year Undergraduate,M,NS,ResearchPaper,0.100,0.000,0.025,0.000,0.375,0.925,0.225,0.000,11.178,1.975,1.350,0.150,0.325,1.850,0.300,1.925
PHY.G0.03.1,Physics,Final Year Undergraduate,F,NS,ResearchPaper,0.000,0.235,0.000,0.000,0.000,0.785,0.314,0.000,9.105,1.648,0.471,1.099,1.256,1.570,0.000,2.669
PHY.G0.04.1,Physics,Final Year Undergraduate,F,NS,ResearchPaper,0.084,0.000,0.000,0.000,0.042,0.505,0.126,0.042,13.594,0.842,2.399,0.589,0.295,1.221,0.042,0.884
PHY.G0.04.2,Physics,Final Year Undergraduate,F,NS,ResearchPaper,0.069,0.139,0.000,0.069,0.139,0.694,0.000,0.000,14.781,1.180,1.110,0.555,0.486,1.527,0.000,1.666
PHY.G1.01.1,Physics,First Year Graduate,M,NS,Report,0.126,0.126,0.063,0.000,0.000,0.566,0.314,0.000,11.251,0.943,0.880,0.189,0.754,1.508,0.000,1.634
PHY.G1.02.1,Physics,First Year Graduate,F,NNS,Report,0.154,0.000,0.000,0.000,0.000,0.847,0.077,0.000,14.858,1.309,0.462,0.231,0.616,1.232,0.385,0.616
PHY.G2.01.1,Physics,Second Year Graduate,M,NS,Report,0.852,0.126,0.063,0.000,0.063,0.726,0.694,0.000,4.890,0.820,0.189,0.063,0.946,1.703,0.032,0.915
PHY.G2.02.1,Physics,Second Year Graduate,M,NNS,Report,0.105,0.000,0.000,0.000,0.105,0.948,0.421,0.000,6.217,1.106,2.318,0.369,0.158,1.054,0.053,1.581
PHY.G2.03.1,Physics,Second Year Graduate,M,NS,Report,0.170,0.170,0.057,0.000,0.000,0.511,0.624,0.114,9.308,0.965,1.192,0.057,0.284,1.532,0.511,1.759
PHY.G2.03.2,Physics,Second Year Graduate,M,NS,Critique,0.000,0.260,0.000,0.000,0.260,1.430,1.170,0.000,11.964,1.040,1.951,0.390,0.780,1.951,0.130,1.430
PHY.G2.04.1,Physics,Second Year Graduate,F,NS,Report,0.000,0.162,0.081,0.000,0.243,0.811,0.406,0.000,8.029,0.568,1.217,0.406,0.406,1.379,0.406,0.649
PHY.G2.05.1,Physics,Second Year Graduate,M,NS,ResearchPaper,0.787,0.066,0.000,0.000,0.066,0.853,0.394,0.000,8.990,1.509,1.706,0.459,0.394,2.362,0.131,1.575
PHY.G2.05.2,Physics,Second Year Graduate,M,NS,Report,2.305,0.000,0.000,0.000,0.000,1.153,0.096,0.000,8.646,1.825,1.537,0.384,0.288,1.537,0.096,1.537
PHY.G2.06.1,Physics,Second Year Graduate,M,NS,ResearchPaper,0.453,0.129,0.000,0.000,0.065,0.712,0.453,0.000,11.133,1.618,0.777,0.453,1.036,1.618,0.259,1.424
PHY.G2.07.1,Physics,Second Year Graduate,F,NS,Report,0.820,0.328,0.109,0.000,0.000,0.492,0.492,0.000,12.247,1.312,0.984,0.273,0.765,1.586,0.383,2.023
PHY.G2.08.1,Physics,Second Year Graduate,F,NS,Report,0.000,0.000,0.000,0.000,0.133,0.666,0.000,0.000,12.117,0.799,0.399,0.266,1.997,1.198,0.000,2.130
PHY.G3.01.1,Physics,Third Year Graduate,M,NS,Proposal,0.584,0.058,0.000,0.000,0.000,0.818,0.175,0.000,11.799,0.409,0.935,0.292,0.292,0.643,0.234,0.759
PHY.G3.02.1,Physics,Third Year Graduate,M,NS,Report,0.247,0.247,0.123,0.000,0.123,0.740,0.617,0.000,15.906,0.493,1.356,0.000,0.493,2.713,0.000,1.356
PHY.G3.03.1,Physics,Third Year Graduate,M,NS,Report,0.038,0.038,0.000,0.000,0.265,0.871,0.530,0.000,9.883,1.060,0.947,0.114,0.644,2.234,0.833,2.158
POL.G0.01.1,Political Science,Final Year Undergraduate,F,NS,Essay,2.482,0.061,0.123,0.000,0.245,0.337,0.123,0.000,4.320,0.398,0.980,0.061,0.368,2.083,0.000,1.225
POL.G0.01.2,Political Science,Final Year Undergraduate,F,NS,ResearchPaper,1.167,0.023,0.046,0.000,0.320,0.389,0.206,0.000,4.989,1.076,2.357,0.206,0.778,1.716,0.046,1.762
POL.G0.02.1,Political Science,Final Year Undergraduate,F,NNS,Critique,1.799,0.189,0.758,0.000,0.095,0.852,0.473,0.000,4.640,1.610,0.852,0.000,0.473,1.799,0.000,2.936
POL.G0.02.2,Political Science,Final Year Undergraduate,F,NNS,Report,1.639,0.119,0.149,0.030,0.179,1.073,0.268,0.089,3.964,1.282,0.715,0.119,0.686,1.699,0.089,1.669
POL.G0.03.1,Political Science,Final Year Undergraduate,M,NS,Proposal,2.805,0.074,0.037,0.037,0.037,1.071,0.517,0.000,6.386,0.591,0.221,0.037,0.517,1.846,0.148,1.403
POL.G0.03.2,Political Science,Final Year Undergraduate,M,NS,Essay,0.604,0.029,0.029,0.000,0.058,0.374,0.891,0.000,6.671,0.863,0.575,0.000,0.518,1.495,0.000,0.920
POL.G0.04.1,Political Science,Final Year Undergraduate,M,NS,Essay,1.163,0.000,0.125,0.000,0.166,0.498,0.125,0.000,3.654,1.038,0.208,0.125,0.457,1.661,0.000,1.204
POL.G0.05.1,Political Science,Final Year Undergraduate,M,NS,Essay,2.943,0.051,0.203,0.000,0.203,0.558,0.710,0.101,4.566,0.710,0.051,0.000,0.254,1.877,0.101,0.812
POL.G0.06.1,Political Science,Final Year Undergraduate,M,NS,Report,2.992,0.000,0.115,0.000,0.115,0.460,0.115,0.000,4.373,0.345,0.115,0.000,1.036,1.381,0.000,2.417
POL.G0.07.1,Political Science,Final Year Undergraduate,M,NS,Essay,2.606,0.179,0.250,0.000,0.286,0.571,0.536,0.000,4.356,1.107,0.464,0.036,0.714,1.499,0.000,1.714
POL.G0.09.1,Political Science,Final Year Undergraduate,M,NS,Essay,1.595,0.087,0.174,0.000,0.174,0.783,0.754,0.029,5.017,0.667,0.580,0.029,0.261,1.595,0.029,1.276
POL.G0.11.1,Political Science,Final Year Undergraduate,F,NS,Essay,2.430,0.147,0.000,0.000,0.147,0.368,0.810,0.000,3.682,0.589,0.147,0.000,0.368,1.031,0.000,1.031
POL.G0.12.1,Political Science,Final Year Undergraduate,M,NS,Essay,2.057,0.312,0.218,0.000,0.125,0.561,0.436,0.000,6.825,0.810,0.997,0.249,0.592,1.714,0.000,2.649
POL.G0.13.1,Political Science,Final Year Undergraduate,F,NNS,ResearchPaper,3.689,0.191,0.021,0.000,0.594,0.445,0.382,0.000,5.279,1.336,1.357,0.127,0.339,1.760,0.000,1.420
POL.G0.14.1,Political Science,Final Year Undergraduate,M,NS,Proposal,2.424,0.524,0.131,0.033,0.164,0.753,0.262,0.066,4.455,1.343,0.229,0.164,0.590,2.064,0.000,2.162
POL.G0.15.1,Political Science,Final Year Undergraduate,M,NS,Report,6.901,0.066,0.000,0.000,0.133,0.066,0.730,0.000,1.327,0.265,0.398,0.000,0.464,0.464,0.000,0.730
POL.G0.16.1,Political Science,Final Year Undergraduate,F,NS,Report,1.010,0.135,0.000,0.000,0.034,0.337,0.370,0.000,4.308,1.212,1.616,0.000,0.370,1.447,0.000,1.212
POL.G0.17.1,Political Science,Final Year Undergraduate,F,NS,Essay,1.090,0.000,0.156,0.000,0.117,1.168,0.584,0.000,4.788,1.129,0.623,0.039,0.545,1.830,0.000,1.985
POL.G0.17.2,Political Science,Final Year Undergraduate,F,NS,Critique,0.688,0.000,0.393,0.098,0.000,1.473,1.081,0.000,4.912,0.491,0.786,0.098,0.393,1.670,0.000,3.340
POL.G0.18.1,Political Science,Final Year Undergraduate,F,NS,Report,1.674,0.086,0.086,0.000,0.429,0.343,0.215,0.000,5.279,0.258,0.644,0.043,0.858,2.103,0.000,0.858
POL.G0.19.1,Political Science,Final Year Undergraduate,M,NS,Report,1.684,0.091,0.091,0.000,0.046,0.501,0.137,0.046,5.917,1.183,1.229,0.137,0.455,1.320,0.000,1.001
POL.G0.20.1,Political Science,Final Year Undergraduate,M,NS,Report,2.943,0.029,0.173,0.000,0.087,1.039,0.721,0.029,3.001,0.490,0.289,0.000,0.490,1.847,0.000,0.866
POL.G0.21.1,Political Science,Final Year Undergraduate,M,NNS,Report,4.177,0.239,0.119,0.000,0.060,0.537,0.537,0.000,4.952,1.372,1.432,0.000,0.239,2.267,0.060,2.327
POL.G0.22.1,Political Science,Final Year Undergraduate,M,NS,Report,2.121,0.000,0.037,0.000,0.110,0.914,0.475,0.000,3.364,0.914,0.585,0.000,0.841,1.718,0.000,1.097
POL.G0.23.1,Political Science,Final Year Undergraduate,M,NS,Report,2.552,0.319,0.203,0.000,0.116,0.203,0.435,0.029,5.394,0.319,0.348,0.000,0.406,2.233,0.029,1.218
POL.G0.24.1,Political Science,Final Year Undergraduate,F,NS,Report,2.651,0.021,0.150,0.000,0.128,1.154,0.620,0.021,5.088,0.983,0.556,0.086,0.962,1.283,0.000,1.603
POL.G0.25.1,Political Science,Final Year Undergraduate,F,NS,Report,3.551,0.191,0.214,0.000,0.429,0.739,0.548,0.048,8.675,1.740,1.335,0.048,0.310,2.550,0.000,1.859
POL.G0.26.1,Political Science,Final Year Undergraduate,F,NS,Critique,1.690,0.000,0.199,0.000,0.497,0.696,0.497,0.000,6.859,0.298,0.000,0.000,0.497,1.590,0.000,2.982
POL.G0.27.1,Political Science,Final Year Undergraduate,F,NS,Critique,4.651,0.000,0.245,0.000,0.153,0.459,0.367,0.000,4.345,0.826,0.520,0.061,0.306,1.714,0.000,1.285
POL.G0.28.1,Political Science,Final Year Undergraduate,F,NS,Essay,1.272,0.047,0.047,0.000,0.330,0.660,0.801,0.000,3.299,0.566,0.189,0.000,0.330,1.508,0.047,1.178
POL.G0.29.1,Political Science,Final Year Undergraduate,M,NS,Report,2.234,0.152,0.087,0.000,0.022,0.369,0.672,0.022,4.273,0.477,0.738,0.108,0.369,1.367,0.022,1.692
POL.G0.30.1,Political Science,Final Year Undergraduate,F,NS,ResearchPaper,2.757,0.129,0.149,0.000,0.278,0.407,0.387,0.010,4.473,0.912,1.924,0.198,0.476,2.003,0.079,2.063
POL.G0.31.1,Political Science,Final Year Undergraduate,M,NS,Report,1.706,0.104,0.021,0.000,0.042,0.541,0.479,0.000,3.995,0.895,0.874,0.062,0.707,1.061,0.104,1.186
POL.G0.32.1,Political Science,Final Year Undergraduate,M,NS,Essay,1.707,0.165,0.220,0.000,0.000,0.661,0.771,0.055,3.744,0.330,0.496,0.110,0.441,1.487,0.055,2.148
POL.G0.32.2,Political Science,Final Year Undergraduate,M,NS,Report,2.146,0.187,0.093,0.000,0.373,0.560,0.280,0.000,4.851,0.560,0.560,0.093,0.466,1.306,0.093,1.213
POL.G0.33.1,Political Science,Final Year Undergraduate,F,NS,Report,1.659,0.103,0.034,0.000,0.080,0.263,0.263,0.000,7.084,0.641,0.332,0.103,0.618,1.282,0.023,1.408
POL.G0.34.1,Political Science,Final Year Undergraduate,M,NS,Report,4.648,0.102,0.229,0.000,0.216,0.777,0.548,0.000,4.202,1.515,1.210,0.140,0.458,2.292,0.000,1.541
POL.G0.35.1,Political Science,Final Year Undergraduate,M,NS,Report,3.355,0.280,0.000,0.000,0.000,0.559,0.466,0.000,3.728,1.678,1.118,0.186,0.652,1.771,0.093,0.932
POL.G0.36.1,Political Science,Final Year Undergraduate,M,NS,Report,2.215,0.000,0.170,0.000,0.000,0.170,0.511,0.000,6.474,1.022,0.852,0.170,0.681,0.852,0.000,1.363
POL.G0.37.1,Political Science,Final Year Undergraduate,F,NNS,Critique,1.445,0.251,0.063,0.000,0.188,0.188,0.377,0.000,1.382,0.503,0.879,0.126,1.256,2.324,0.000,1.256
POL.G0.38.1,Political Science,Final Year Undergraduate,M,NS,Report,3.661,0.065,0.065,0.000,0.043,1.034,0.366,0.065,2.714,0.862,1.809,0.086,0.366,1.486,0.000,1.206
POL.G0.39.1,Political Science,Final Year Undergraduate,F,NS,Essay,8.565,0.060,0.241,0.000,0.060,0.241,0.663,0.000,5.549,1.448,0.241,0.000,0.181,1.448,0.000,1.327
POL.G0.40.1,Political Science,Final Year Undergraduate,F,NS,Report,3.282,0.094,0.000,0.000,0.516,0.609,0.375,0.000,8.017,0.656,0.422,0.000,0.422,2.719,0.000,1.031
POL.G0.41.1,Political Science,Final Year Undergraduate,F,NS,Essay,1.258,0.194,0.242,0.097,0.435,0.484,0.919,0.000,4.306,0.774,0.242,0.000,0.242,2.177,0.000,1.838
POL.G0.42.1,Political Science,Final Year Undergraduate,F,NS,Critique,1.439,0.000,0.000,0.000,0.093,0.696,0.789,0.000,3.944,1.114,0.510,0.093,0.325,1.995,0.139,0.742
POL.G0.43.1,Political Science,Final Year Undergraduate,M,NS,Report,3.108,0.000,0.044,0.000,0.133,0.311,0.400,0.000,2.798,0.622,0.888,0.089,0.355,1.288,0.000,1.021
POL.G0.44.1,Political Science,Final Year Undergraduate,M,NS,Essay,1.904,0.091,0.091,0.000,0.181,1.541,0.544,0.000,4.624,0.997,0.453,0.091,1.179,2.357,0.000,1.541
POL.G0.45.1,Political Science,Final Year Undergraduate,F,NS,Report,0.622,0.073,0.110,0.037,0.439,0.622,0.293,0.000,4.497,1.572,0.366,0.475,0.402,1.243,0.146,3.510
POL.G0.45.2,Political Science,Final Year Undergraduate,F,NS,Report,0.761,0.104,0.035,0.000,0.138,0.761,0.208,0.000,2.526,0.796,0.623,0.035,0.727,1.696,0.173,1.488
POL.G0.46.1,Political Science,Final Year Undergraduate,M,NNS,Report,1.310,0.187,0.112,0.000,0.262,0.711,0.300,0.075,3.819,0.636,0.225,0.075,0.449,1.947,0.000,1.498
POL.G0.47.1,Political Science,Final Year Undergraduate,M,NNS,Critique,2.745,0.000,0.108,0.000,0.054,0.753,0.377,0.000,2.799,1.023,0.538,0.054,0.377,1.399,0.054,1.238
POL.G1.01.1,Political Science,First Year Graduate,F,NS,Report,4.424,0.040,0.159,0.000,0.279,0.638,0.518,0.080,3.189,0.717,0.319,0.000,0.279,1.993,0.000,1.076
POL.G1.02.1,Political Science,First Year Graduate,F,NS,Report,3.145,0.053,0.159,0.026,0.106,0.317,0.264,0.000,5.497,0.502,0.529,0.079,0.581,1.295,0.106,1.057
POL.G1.03.1,Political Science,First Year Graduate,F,NS,Essay,2.137,0.025,0.151,0.025,0.176,0.377,0.528,0.000,5.003,0.804,0.603,0.000,0.352,2.137,0.101,1.684
POL.G1.04.1,Political Science,First Year Graduate,M,NS,Report,0.537,0.045,0.716,0.090,0.045,0.582,0.806,0.000,6.580,0.627,0.358,0.313,0.492,2.462,0.000,2.328
POL.G1.05.1,Political Science,First Year Graduate,F,NS,Essay,2.680,0.061,0.322,0.015,0.077,0.720,0.306,0.015,5.436,0.934,0.597,0.015,0.306,1.761,0.046,1.669
POL.G2.01.1,Political Science,Second Year Graduate,M,NNS,Report,1.738,0.000,0.261,0.000,0.174,0.000,0.608,0.000,5.126,2.259,0.608,0.000,0.608,1.738,0.000,1.390
POL.G2.02.1,Political Science,Second Year Graduate,F,NS,Essay,1.114,0.046,0.371,0.000,0.302,0.951,0.626,0.000,5.545,0.742,0.348,0.000,0.557,1.601,0.232,1.879
POL.G2.03.1,Political Science,Second Year Graduate,F,NS,Critique,2.149,0.017,0.050,0.050,0.050,0.694,0.413,0.017,3.406,1.240,0.529,0.033,0.711,1.901,0.066,1.587
POL.G3.01.1,Political Science,Third Year Graduate,F,NS,Essay,3.000,0.136,0.364,0.000,0.318,0.909,0.227,0.000,5.227,1.045,0.909,0.409,0.500,1.636,0.500,1.591
POL.G3.02.1,Political Science,Third Year Graduate,M,NNS,Essay,1.638,0.527,0.305,0.056,0.056,0.999,0.444,0.000,5.719,2.082,0.194,0.222,0.583,2.582,0.194,2.804
POL.G3.03.1,Political Science,Third Year Graduate,F,NS,Proposal,3.274,0.227,0.273,0.068,0.091,1.296,0.546,0.068,7.185,1.569,0.409,0.273,0.546,2.206,0.045,1.410
PSY.G0.01.1,Psychology,Final Year Undergraduate,M,NS,Essay,1.971,0.047,0.095,0.000,0.166,0.332,0.546,0.000,3.063,0.641,1.163,0.000,0.142,1.140,0.000,1.092
PSY.G0.02.1,Psychology,Final Year Undergraduate,F,NS,Critique,1.553,0.000,0.776,0.000,0.311,1.009,0.699,0.000,8.618,0.699,0.466,0.388,0.388,2.019,0.000,3.028
PSY.G0.02.2,Psychology,Final Year Undergraduate,F,NS,Essay,2.530,0.115,0.518,0.000,0.115,1.380,0.748,0.058,6.786,0.460,0.345,0.403,0.633,1.840,0.000,2.588
PSY.G0.03.1,Psychology,Final Year Undergraduate,F,NS,Report,5.360,0.477,0.159,0.000,0.295,0.931,0.318,0.000,5.360,2.044,0.818,0.477,0.659,1.862,0.000,1.703
PSY.G0.04.1,Psychology,Final Year Undergraduate,M,NNS,ResearchPaper,1.803,0.072,0.036,0.000,0.036,0.829,0.397,0.036,4.327,0.974,1.983,0.036,0.252,2.452,0.108,3.065
PSY.G0.05.1,Psychology,Final Year Undergraduate,M,NNS,Report,3.357,0.048,0.095,0.000,0.238,0.548,0.548,0.000,6.857,1.024,0.238,0.095,0.286,1.738,0.143,1.714
PSY.G0.06.1,Psychology,Final Year Undergraduate,F,NS,Report,3.661,0.666,0.111,0.000,0.000,1.498,0.166,0.000,5.713,1.165,0.166,0.166,0.610,1.109,0.166,1.664
PSY.G0.07.1,Psychology,Final Year Undergraduate,M,NS,Report,5.174,0.225,0.108,0.000,0.234,0.909,0.540,0.000,6.866,1.890,1.035,0.054,0.441,2.637,0.117,2.034
PSY.G0.08.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,1.691,0.195,0.000,0.000,0.000,1.365,0.325,0.000,5.852,1.756,1.170,0.845,1.235,2.211,0.000,2.146
PSY.G0.08.2,Psychology,Final Year Undergraduate,F,NS,Report,0.810,0.187,0.000,0.000,0.187,0.998,1.434,0.000,4.988,1.247,0.249,0.187,0.748,2.431,0.436,1.247
PSY.G0.09.1,Psychology,Final Year Undergraduate,M,NS,Report,2.117,0.406,0.145,0.058,0.029,1.827,0.203,0.058,4.321,1.160,1.421,0.725,0.551,2.349,0.145,2.088
PSY.G0.10.1,Psychology,Final Year Undergraduate,F,NS,Report,3.600,0.700,0.600,0.000,0.100,0.800,0.100,0.100,4.300,0.600,0.200,0.100,0.200,1.700,0.000,3.000
PSY.G0.10.2,Psychology,Final Year Undergraduate,F,NS,Essay,4.819,0.151,0.000,0.000,0.151,0.452,0.452,0.000,5.873,0.904,0.151,0.151,1.657,1.807,0.000,0.904
PSY.G0.11.1,Psychology,Final Year Undergraduate,M,NS,ResponsePaper,3.276,0.096,0.000,0.000,0.096,0.771,1.060,0.000,3.179,1.252,0.385,0.000,0.193,2.987,0.096,1.060
PSY.G0.11.2,Psychology,Final Year Undergraduate,M,NS,Report,0.723,0.000,0.000,0.000,0.000,0.413,0.517,0.000,4.132,1.240,0.103,0.000,0.207,1.860,0.103,1.033
PSY.G0.12.1,Psychology,Final Year Undergraduate,F,NS,Report,1.693,0.299,0.000,0.000,0.299,1.195,0.100,0.100,7.869,0.996,1.693,1.494,0.199,1.892,0.000,1.992
PSY.G0.13.1,Psychology,Final Year Undergraduate,F,NS,Essay,0.661,0.000,0.165,0.000,0.000,0.992,0.331,0.000,10.661,0.496,0.083,0.083,0.331,1.736,0.826,1.983
PSY.G0.14.1,Psychology,Final Year Undergraduate,F,NNS,Proposal,0.666,0.500,0.111,0.000,0.056,0.888,0.611,0.000,7.885,1.166,2.277,0.222,0.944,1.222,0.000,1.666
PSY.G0.14.2,Psychology,Final Year Undergraduate,F,NNS,Report,0.378,0.378,0.000,0.000,0.000,0.189,0.189,0.000,8.129,0.000,1.134,0.000,0.756,0.945,0.000,0.945
PSY.G0.15.1,Psychology,Final Year Undergraduate,F,NNS,Essay,1.825,0.096,0.048,0.000,0.096,1.009,0.576,0.000,2.786,1.105,0.288,0.144,0.865,1.681,0.336,1.441
PSY.G0.16.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,5.443,0.190,0.000,0.000,0.076,0.952,0.228,0.000,8.831,2.627,1.675,0.761,0.799,1.294,0.152,1.256
PSY.G0.17.1,Psychology,Final Year Undergraduate,F,NS,Proposal,2.082,0.184,0.000,0.000,0.000,0.612,0.612,0.000,4.225,1.225,1.041,0.551,0.551,2.633,0.184,2.756
PSY.G0.17.2,Psychology,Final Year Undergraduate,F,NS,Report,4.174,0.226,0.056,0.000,0.169,0.282,0.451,0.000,5.076,1.241,0.000,0.113,0.959,1.128,0.056,1.072
PSY.G0.18.1,Psychology,Final Year Undergraduate,F,NS,ResearchPaper,1.301,0.252,0.063,0.084,0.063,1.070,0.399,0.000,6.546,1.469,1.175,0.965,0.923,2.014,0.168,1.553
PSY.G0.19.1,Psychology,Final Year Undergraduate,F,NS,ResponsePaper,2.171,0.136,0.000,0.000,0.407,0.543,0.950,0.000,3.121,0.950,0.271,0.407,0.543,1.221,0.000,0.814
PSY.G0.19.2,Psychology,Final Year Undergraduate,F,NS,ResponsePaper,1.280,0.000,0.000,0.000,0.160,0.480,0.480,0.000,4.800,2.560,1.440,0.160,0.320,1.600,0.320,2.240
PSY.G0.19.3,Psychology,Final Year Undergraduate,F,NS,CreativeWriting,0.904,0.000,0.000,0.000,0.000,0.301,0.904,0.151,0.904,0.602,1.355,0.452,0.151,0.753,0.151,1.054
PSY.G0.20.1,Psychology,Final Year Undergraduate,M,NS,Report,3.778,0.056,0.000,0.000,0.000,1.000,1.222,0.000,1.833,0.722,0.222,0.000,0.444,1.833,0.111,1.389
PSY.G0.21.1,Psychology,Final Year Undergraduate,M,NNS,ResearchPaper,0.125,0.094,0.031,0.031,0.000,0.690,0.533,0.000,4.329,1.412,1.851,0.471,0.596,1.851,0.000,1.223
PSY.G0.23.1,Psychology,Final Year Undergraduate,M,NS,Essay,1.459,0.136,0.136,0.000,0.204,0.747,0.950,0.000,6.006,1.018,0.238,0.000,0.407,1.765,0.136,1.765
PSY.G0.23.2,Psychology,Final Year Undergraduate,M,NS,Report,1.445,0.203,0.023,0.000,0.068,1.174,0.677,0.023,9.503,1.512,0.248,0.090,0.226,1.603,0.135,2.393
PSY.G0.24.1,Psychology,Final Year Undergraduate,M,NS,Report,5.067,0.092,0.023,0.000,0.069,0.967,0.253,0.000,4.906,1.221,0.438,0.046,0.576,1.704,0.000,1.405
PSY.G0.26.1,Psychology,Final Year Undergraduate,M,NS,Critique,0.518,0.061,0.274,0.000,0.091,1.310,0.518,0.061,9.899,1.127,0.761,0.030,0.548,2.193,0.122,1.584
